userId,review
202,Not trying to bash the creators of this anime I won't lie I could see where the love of this anime is. But to me possibly because I don't have the experience in a  long-distance  relationship I did not like the story. Nothing was solved and it all repeated back as a dream that never happened. I was really disappointed to see it end the way it did and it felt almost like a waste of time. I was hoping for many points of the story to be solved. Again not trying to bash the creators but just putting my honost opinion down.
203,Wow. I cannot believe I wasted my time on this
204,This was such a depressing anime oh my god.....
205,Guess it's gonna be analyse and review so care for spoilers. 
206,Makoto Shinkai is the outrageously awesome director of  5 Centimeters per Second  which may i say  The Best Anime Film That Made Me Burst Out In Tears . Not acctually burst out in tears What I meant was made water come out of my eyes. Lets go with that =)
207,Really underwhelming. Was pretty disappointed
208,Sub-par. You'd be better off watching Hunter x Hunter
209,Wow. I cannot believe I wasted my time on this
210,Warning this review may contain spoilers
211,"5 Centimetres per Second one of those animes which I feel went too quick in some episodes and too slow in others. "
212,AMAZING!!!! 10/10 everyone watch this right now
213,This is a solid romance/ slice of life anime. Nothing much happens throughout this movie but I oddly couldn't stop watching. If you've got some time to kill give it a watch.
214,There is not much I can say about  5 Centimeters per Second  other than I rather enjoyed it.  Lasting about an hour and being comprised of three short stories I did not start this expecting alot but it surprised me.  Before I go any further I should say that if you are looking for an adventure or something with amazing action sequences keep looking this is far from that.  In my opinion  5 Centimeters per Second  was emotion in colour there were no conflicts just life not tragic but sometimes a little sad.  I felt for the characters and grew attached because I could relate to what they are going through having experiences like these in my own life.  The animation was probobly the best I have seen so far (excluding Pixar's works of course) and the sound fit perfectly with what was happening to make for a very immersive story.... err stories.  If you want to forget about life for awhile you no longer have to go see Billy Joel just pop this in.
215,Omg.... This is probabay the best anime that i have ever watched....
216,Critic’s Log - Earthdate: November 19 2013. Review #68: 5 Centimeters Per Second
217,I liked it and it was a very good anime movie but for me in my opinion it wasn't that sad for me. Thats all i have to say >.>
218,Sad reality. Two words that sumarize this anime movie for me. Three different stories about unpredictible conditions of love and sorrow. I've been traveling 4 hours by train to see one important girl living far away from me. Then I watched 5CpS maybe an year later. The feels approached my kokoro swiftly and mercilessly. I really wanted to see that girl again but she hardly remembered me after the year passed. But this was mine story and I'm glad where I am now. I watched 5CpS till the end with my eyes heart and mouth opened. Even now I'm amazed how beautiful this movie is. And you really should watch this too! ;)
219,Episode 1 and 2 were well made with nice slow paced character development between Tono and Akari. Reaching Episode 3 the hard working Tono suddenly changes and becomes a loser sobering over losing contact with Akari. The story gets rushed new characters got introduced but thats it nothing more was told. In the end we learns that he moves on from Akari after seeing the cherry blossom falling like their promise. At first I was confused at why everyone was saying it was a good ending. I read explainations about it's realism and that life moves on for everyone whether we like it or not. However the juxtaposition of Tono's state from the beginning of Episode 3 to the end was just too drastic not even normal people can come in terms with their feelings that quickly let alone that person being Tono who sobered for over 10 freaking years.
220,Pretty good. Has a solid story and solid characters
221,So i just randomly picked a title from my crunchyroll list and happend to come across 5 Centimeters Per Second. I enjoyed the beginning up untill about the 55 minute mark. Now this could possibly contain spoilers so you've been warned. I felt as if the resolution of the movie was going nowhere. Maybe it's just a missed concept that i happened to overlook. maybe i'm at fault. Alas. The song at the end absolutely killed it for me. The fact that there ultimately was no resolution and that i was left to interpret the whole rest of their lives. really bugged me. Maybe it's because i'm a romantic maybe it's because the character growth was very well done. But i felt like the ending took away exactly what i had grown to like about the characters i dunno. maybe i'm just dumb. 
222,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
223,Sub-par. You'd be better off watching Hunter x Hunter
224,5 Centimeters Per Second. This anime film was a spur of the moment download one evening after reading a review about it on anime-access.com and then seeing parts of the movie in an AMV on YouTube. I typed a quick Google query in about it and browsed the Wikipedia article before downloading then transcoding it for my iPod Touch. 5 Centimeters Per Second is divided into 3 parts: Cherry Blossom Cosmonaut and 5 Centimeters Per Second so my plan of attack here is to watch each part individually give my thoughts in a paragraph or so and then sum it all up at the end.
225,Allright. It's been a while since I've done something like this so bear with me as I try to find my way again.I did quite a lot of them in the past on a different website which you can find here: http://legendsofsatura.net/index.php/forum125/6-reviewing-guild.html
226,5 Centimetres per Second AKA Byousoku 5 Centimetre is a short 1 hour movie about... well. It’s easy to say drama and romance but neither are depicted like traditional anime of those genres. This is a very laid back unique and potentially emotional story. One for those with mature tastes not everyone will like the ambiguity the scenes can be difficult to interpret. This movie is like a flower some folks would look at it and realise how lovely it is while others will remain uninterested and won’t see it’s appeal. I’d definitely recommend this movie a must watch to anybody whether you watch anime or not. Though if you like action-packed shounen full of plot progression and/or comedy this won’t be your cup of tea. I will say that I enjoy the chilled-out unique realistic anime and these anime I would label as a sub-genre I made up myself I call ‘realistic.’ Though it doesn’t necessarily mean exactly that.
227,Resumé:
228,"Warning spoilers. I am summerizing this anime so that people who would rather get straight to the point know what it's about. "
229,Spoilers (Duh)
230,Depressing. That's what this was. Depressing and nothing else. I didn't learn anything from this I didn't get any enjoyment out of this all that happened was I watched a protagonist fall deeper and deeper into depression because of his life circumstances. 
231,Shows like these are the reason why I stay in on the weekends
232,Excellent. Deserves more recognition
233,AMAZING!!!! 10/10 everyone watch this right now
234,Shows like these are the reason why I stay in on the weekends
235,Pretty good. Has a solid story and solid characters
236,Kinda sucks
237,"Animation "
238,I was going to try to find an art quote but screw it.
239,Excellent. Deserves more recognition
240,Excellent. Deserves more recognition
241,Sub-par. You'd be better off watching Hunter x Hunter
242,Sub-par. You'd be better off watching Hunter x Hunter
243,Wow. I cannot believe I wasted my time on this
244,A fun sports anime in the play-to-win vein of Akagi and Kaiji -heseuys want to win so much it hurts. Hagiwara Masato the seiyuu whooiced both Kaiji and Akagi turns in yet another great performance asne Out's protagonist Kokuchi which also solidifies the link betweenhe other two series. However whilene Outs is incredibly clever at times the experience feels shallowompared to what was done in the series One Outs seems to be imitating.aiji and Akagi both had darker undertones that don't have nearly asuch bite in One Outs. Also the series becomes very formulaic near thend almost to the point of ridiculousness. There's only so manymprobable situations that Tokuchi can wriggle out of before therocess stops being exciting and just gets tiring.
245,This anime is a true beast. The subtitle of the series couldn't be more accurate:''Nobody wins but I!''This is the life motto of our protagonist the one and the only Toua Tokuchi.
246,With a sense of nonsense ufotable brings us a piece of art in animation that reminds me the sense of humor of the 1990's Cartoon Network. The plot is simple: Trolldad trolls daughter. The settings: Penguins per kilo. The rest can be deducted easily. This anime goes straight to the B type otaku so if you love charming and cute characters and don't care about the story this OVA is for ya.
247,Wow. I cannot believe I wasted my time on this
248,Sub-par. You'd be better off watching Hunter x Hunter
249,This was my very first introduction into the world of Manga and Anime and no matter what other anime's ive watched Fruits basket has and probably always will be one of my favorites. The main character Tohru Honda is the only character that i dislike somewhat. She seems too shy and her overall character annoys me BUT the story revolves around that personality. The other characters like Kyo and Yuki are possibly the best part of the story with their opposite personalities a girl can pick which guy she likes better without being stuck with just one main male character. Each Character has deeper parts to their personalities that are revealed to the viewer with each new episode and it really draws them in. The story line of the Fruits Basket Anime was excellent despite nothing really wrapping up at the end. For the most part it just ends with everyone looking happy stopping basically right in the middle of the story. There are some parts they could work on for the anime (like making a second season...hint hint) but it really is very good.
250,The reason why I loved this concept it was a mixture or reality fantasy and comedy. Although people turned into animals it was relatable. I highly recommend this anime. I was just sad at the ending there could be so much more.
251,This is a soso anime. It has a good plot/story line to it but sometimes it may be a little bit confusing but it is still really good. I like most of the characters in this anime because most of them are really cool but others I wish would just go die in a hole and never come back. I also like that they can change in to the 12 zodiac and the cat. The sound of the aime is okay. Sometimes the music can drown out the voices of the characters but other than that it is still really good. The animation of the anime is really good considering that it was made in 2001.
252,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
253,Overall this is a great anime.  It has an unusual plot with humans turning into the zodiac animals and is a slice-of-life type anime with that twist.  The animation is clean and I noticed no sound issues.  I liked the majority of voice actors cast (dub).  The characters in this series are fantastic.  There's so many different players that you're bound to find someone you like if you stick around long enough.  It is one of those  renaissance  anime where they cover everything - you laugh you cry you hate and you love.  It's absolutely worth a try; if you're not into it after the first couple of episodes don't worry about it.  It's starts out light and airy and sends you through a series of emotions; it finishes with a dark cloud albeit it a happy enough ending (the manga goes on past the anime which is why they did this - there's more to the story).  There are a dozen characters you'll miss out on if you give up early (and even halfway) but if you can't stand Tohru the main character you'll be miserable the whole time.  You have to tolerate her to get to the good stuff.  =]  All in all I like and reccomend it if slice-of-life is your style.
254,This series covers the first 6 books of the manga which is by far the best part of the series and before the quality starts to drop. Great story and a good way to get introduced to the mangs honestly you could watch this series and pick up the manga starting at book 7 if you have trouble reading yourself into loving a plot.
255,I'll just come right out and say it: I hated this anime and I really wished I didn't waste my time watching it. I wanted to see what all the hype was about since I love Shoujo and my sister was a huge fan...but she didn't tell me the anime was terrible in comparison to the manga (but they both pretty much suck). You would think that with all the merchandise they sell they would make a second season to 'fix' some of the suck and give it a real plot line with some romance fluffed in.
256,The most interesting aspect of this anime is the way the characters are portrayed. Most of the scenes with more than *one* person around will be enough to wrestle you to the floor laughing or play with your emotions like a diabolical programmer on late night shift. Tooru is a little like the typical anime schoolgirl - sweet not very bright but always cheery and is a big help around the house. Much of the focus of the story is how she slowly changes the lives of those around her especially the Souma family. You see it's not all fun and games being an animal. The Soumas are unable to have relationships with  outsiders  because of their secret and as a result are withdrawn from society. Many episodes deal with the internal struggles that each one of them has - not being accepted by others because of their appearances or actions. Yet each of them finds hope in Tooru who is ready to accept them and helps them to change themselves for the better.
257,I have mixed feelings for this anime. It stays pretty close to the manga but I didn't like that the story  was changed a bit. Plus I feel like they could have continued and went with the story line. I LOVE the manga series so I was disappointed with the anime version.
258,I love fruits basket though I haven't read the manga it is on my list simply because I loved the anime so much. The characters are diverse and interesting. The art is kind of cutesy but still good and works for the story. The music is good. The plot is interesting and takes turns that are sometimes expected and one time in particular not expected. The only problem I have with it really is the ending. It seemed like a scrapped together partial ending (they do wrap things up) but not a full ending of full resolution for all characters and plot twists. Maybe the manga goes further down the road and like ouran they change it to fit into the anime series rather than let it all play out as it did in the manga. This is my hope as I have it on my to read list. Other than wanting more resolution from the ending I enjoyed the series and have watched it many times. Its sweet and the love interest is more innocent than passionate but I think it really fits. It seems like a love triangle in the beginning but that seems to slowly fade into an obvious answer towards the end though that isn't as clear as I would like either. Although it does leave you with some questions at the end it is worth watching if you are in the mood for a sweet kind of quiet less showy anime. Everyone turning into animals when they get hugged is super cute though especially the zodiac bunny and sheep.
259,LOVE IT! LOVE IT!!!! LOVE IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
260,I loved the manga and decided to watch the anime I really liked it<3. Of course there were a few differences that I didn't like but overall I loved this series.
261,Another brilliant anime AND manga beautiful and imaginative storyline the characters all have these connections making it so wonderful to watch the romance between the characters and the pure emotion behind them makes it a delight. The humor is wonderful the characters are inspiring especially Tohru who manages to put a brave face on everything and I lov how Kyo and Yuki learn to put there feelings for each other aside and to just help Tohru through the difficult times. THUMBS UP!!!
262,Fruits Basket is one of those anime that I've seen once but I'd watch again for one character (he's only in a few episodes).  I know a lot of people love this anime but I honestly don't know why.  It's a little immature and I guess the majority of the audience is 14 years old or younger.
263,Excellent. Deserves more recognition
264,Typically I dont really go for this particular style of anime but there is no denying how much I enjoyed Fruits Basket. The concept of acceptance by ones self and by others really got to me and I found this anime to have a really deep meaning behind it. It has the perfect blend of comedy fantasy and drama and I really enjoyed the characters and their unique personalities. The story behind it though one that has been told before brings with it a unique perspective. The story of the foolish traveller the momiji tells in episode eleven had me thinking for ages and I really like how Fruits Basket made me think. 
265,Truely if you enjoy Comidies then this is the anime for you the stories and jokes that you will watch/hear will have you laughing for hours. The anime has a great plot and some amazing animation.
266,story: its about a girl called tohru honda living on her own till she discovers her neighbours [the sohmas] are cursed by the zodiac and she swore not to tell about their secret or she have her memories erased 
267,Story:10
268,This is the most adorble Anime I watched!
269,The only thing I wish is that they would finish the series as an anime. The rest of the story is so amazing that I don't understand why they wouldn't finish it.
270,Fruit basket is a well done anime the story is relatable even though people turn into animals. The story develops the characters well and kept me wanting more. A great anime I would recommend.
271,The STORY of Fruits Basket is a cliched slice-of-life with an interesting Zodiac twist which I quite enjoyed.  While in my humble opinion the manga is far superior to the anime the anime presented itself in a decent 26 episode way that would make me give the story a hard  rating.  But in Fruits Basket it's not the story that keeps the viewer reeled in.
272,One of the things I love the most about the anime is actually the theme song. The tone meaning and all of it just touched me. Although I am a bit unsatisfied that the ending of the anime wasn't actually clear but the story itself was quite good. One of the characters I love is actually Momiji. He was just so cute but there were also his moments of wisdom. Once in the anime he was talking about his past to Tohru and that just brought me to tears!
273,I reeally liked this anime! :D I can watch it over and over and love it. I was only slightly disappointed when no romance was decided in the end. :(
274,AMAZING!!!! 10/10 everyone watch this right now
275,What can I say? Lame. If you like cliched shoujo anime with hints of beastiality the go for this. The scariest thing is that I know a guy who likes this show...
276,Story - 4
277,Hey this is one of the first anime I have seen and after a few years of watching anime I still come back to rewatch this over and over again. Theres so much credit I want to give to this anime but ill start with the story:
278,Wow. I cannot believe I wasted my time on this
279,Over the years people have told me that there are two series that are must see  that involve people transforming into animals via somenusual means: Ranma 1/2 and Fruits Basket. I first got into the formeritle years ago had the opportunity to read the entire run of theanga and even wrote several fanfics that inspired original charactersho I still use today. Fruits Basket didn't come until this past yearhen I bought vol. 1 of the manga from a friend and got the animeeries for Christmas (which didn't get watched until this past week).n all honesty I had thought that there were a lot more than 26pisodes. For that number here's how everything breaks down:
280,I don't know how to start this review because Fruits Basket is very special to me and I don't want to seem overly harsh.  So let me clarify--the structural story characters and development of Fruits Basket is defined by the manga.  The anime took severe liberties and shifted the entire focus to a far less poignant theme.
281,Wow. I cannot believe I wasted my time on this
282,Fruits basket was the first manga I ever read and is still my favourite so I was excited to find it was an anime too thought I was a little disapointed with a few missing subplots that were in the manga. But it was a great series too and has added two very hilarious episode with Uo-chan and Hana-chan visiting Shigure's house I feel like this anime needs a second series.
283,The very first series that I read as a manga and got me into anime (: I love this anime. Mainly what got to me was the animals and I love all animals. But this anime had almost everything in it. Comedy Romance Tragedy Slife of Life School Life etc. It was just amazing. The anime was so great and I loved the characters and how they perfectly portrayed which animal they were of the Zodiac. 
284,"Synopsis "
285,Really underwhelming. Was pretty disappointed
286,Really underwhelming. Was pretty disappointed
287,I read the manga and watched the anime but I watched the anime first. At the end of the anime I was a little disappointed. The main reason being that it didn;t meet 100% of my fangirl needs. 
288,Really underwhelming. Was pretty disappointed
289,I had been putting Fruits Basket off for a while (not completely sure why) and I finally got around to it. I can definitely say that I enjoyed the off-beat humor romantic tension and unique story driving the series. There was an extremely wide array of personalities portrayed throughout the series as well. Anywho I shall get along with the actual review.
290,So much I love about this anime. Well when I fist found out about anime planet this was one of my first anime to watch I think it was the second. I'm in love with each characters. They are so funny. I would say Momijy <--- I think thats how you spell it. Well I think that he has one of the biggest heart and his words just get to me he is so full of hope. I also love Tohru she is a very nice girl but sometimes she can be to nice and it can get annoying. Another of my favoret caracter is Shigure. He is so funny he always brings a smile on my face. The whole anime overall is very funny and really good. Sometimes the sory would be kind of low pace I think but its stile a good anime.
291,AMAZING!!!! 10/10 everyone watch this right now
292,Omg this has to be my favorite anime show ever!!!!!!!!!!!!!!! I loved it soooooo much. My favorite characters were Kyo Shigure and Momigi! 
293,Excellent. Deserves more recognition
294,Animen 200 Words: Dragon Ball Movie 4: The Path to Power
295,Excellent. Deserves more recognition
296,Excellent. Deserves more recognition
297,Fushigiboshi no futagohime was goodbut it seemed like it was the same as any other anime. You know how something wrong is happens and the main charater uses their power to save the world yeah... What was pretty good was that the animation and sound fitted well into the story. After a while you kinda get bored of it but it is good. If you're looking for a magical girl anime with a little bit of romance than you should watch it ! :)
298,When I first decided to start watching this I had expected the show to be something like a harem which wouldn't have been a necessarily bad thing but the show probably would have taken a major blow as a result.  But then as the show started to get underway I noticed something that it was in fact not a harem at all really that instead the show was a collection of mini-arcs all focusing on one guy during a certain span of his life with one specific girl and that at the end of each arc things started over and it was the same guy and a different girl within that same span of time but the only difference being that he never had a real romantic relationship with any of the other girls.  Each arc I found to have both its strong points as well as its weak points but the one thing that remained true for most of the arcs is that they in my opinion had more development and the male lead and lead female than some other series have with a full 24-26 episodes.  Which I found to be quite a pleasant thing since I'm a huge fan of a good romance.  The animation was pretty good it didn't do anything that could be considered new or amazing but it was nowhere near bad either.  The sound was pretty good as well and besides the opening and ending none of background music within the series made any lasting impressions or were even noticeable for that matter.  The charactes really is where this series is at its strongest.  With the male lead being for the most part the same throughout the entire series you either like him or hate him or end up somewhere inbetween.  It really comes down to the female leads that really make this series strong.  Between all six girls a person is sure to pick out at least one or two favorites among them with each girl really playing to a certain taste.  Overall I really rather enjoyed the series and may actually end up watching a couple of the arcs at some point in time.
299,All right this will be my first review but did i have to mention that.
300,For me this show was an unusual yet welcome concept. Take 6 girls 1 guy and tell a love story for each pairing separately through the same year of the guy's life. At first I was thinking that the progression was extremely fast for a 25 ep show but as I figured out later it was more akin to 6 4-5 ep shows based on the same characters. If you still don't understand what I mean read the whole review and then post below if you're still confused.
301,Shows like these are the reason why I stay in on the weekends
302,Shows like these are the reason why I stay in on the weekends
303,I love this show. 'Why?' you might ask becuase it is such a calm and soothing experience whilst still being able to grasp an audience. Comparions can be made to many series and to be fair these are mainly correct but I feel that Amagami SS is it's own beast. You can see this through the beautiful sound-track and great character design. Watching this show around christmas is perfect and I couldn't ask for a better christmas harem. Speaking of the harem. I feel that it is handeld very well with each girl getting around four episodes allowing for the viewer to decide who truly is BEST GIRL. I have always preffered this approach in all seriouness as it allows for the idea of other love intrests to be explored more deeply as in some shows BEST GIRL doesn't win.
304,I AM NOT HAPPY! This anime gah! Spoilers galore here so you have been warned. I believe this anime was based of a gal game. So we have 3 or 4 episodes where he falls in love with a girl something stops them from getting together they fix it and they get together and have happily ever after. Fine great I really liked it untill... Rihoko Sakurai. Where her ending is mabye he might fall in love with her. Now I would have been happy if that had happened and they had a 10 years later like some of the others and they had gotten together. But no the ONLY girl he doesn't get with is the girl who is  chunky  who looks just like every freaking one else. I would have been fine if she was one of a few that he just stayed best friends with but no she is the only one he doesn't get with. So this anime is saying everyone can find love from the girl who is abusive to the crazy chick that stalks you for years but if you're fat no love for you! If it haddn't been for this part of the story I probably would have given it 4 and a 1/2 stars but it has now been knocked down to two because of this.
305,Wow. I cannot believe I wasted my time on this
306,Sub-par. You'd be better off watching Hunter x Hunter
307,Sub-par. You'd be better off watching Hunter x Hunter
308,If you don't know where you're from then you don't know where you are and you don't know where you're going. It's a fairly trite adage but like most old sayings there's an element of truth to it. When it comes to visual media though such sentiments seem to go out of the window across the fields and off into the wild blue yonder especially where adaptations are concerned.
309,Pretty good. Has a solid story and solid characters
310,The main character of this anime is such a pussy that i couldnt get past halfway through the second episode.
311,For a video review check out my Youtube channel. Link on my profile page.
312,Kinda sucks
313,Excellent. Deserves more recognition
314,Really underwhelming. Was pretty disappointed
315,Rozen Maiden Traumend is the continuation of the prequel Rozen Maiden. It starts off with Shinku regretting the demise Suigintou and thinking about what she will do when the Alice game starts. Meanwhile the appearance of the final two dolls sets in motion the final pieces to which the Alice game needs to begin.
316,For the most part it’s just like it’s first season lots ofandomness. The last 3 episodes were the best part and then the ending gave me sad face… damn After Story ending sadface damnit. Was somewhat decent tillhat occurred. Suiginto was by far my favorite in both seasons.
317,This series starts where the previous season/series ended.  There is an intriguing network of interconnected events woven together like a spider web that culminate in the final episode.  What you are left feeling from it maybe a bit convoluted and up for debate.
318,Sub-par. You'd be better off watching Hunter x Hunter
319,Warning this review may contain spoilers-
320,This is one of those age old classics - Manga vs Anime. I got the manga for Christmas before I checked out the anime and I just could not stand the differences. At all. It's such a good story makes me sad to rate it so low when it isn't terrible. But the differences between it and the manga made my stomach ache and made me want to Hulk out smashing my fist through the screen....
321,Story: We are immediately introduced to our protagonist Aikawa Ayumu who is a zombie and the necromancer who raised him Hellsythe Eucliwood (or Yuu as she's deminuitively named throughout the show). We learn very early on why he is a zombie (he was murdered) and why Yuu raised him (because he was nice to her). We quickly meet Haruna the overconfident panties-flashing magical girl. However for some reason Ayumu gains Haruna's powers and hilarious outfit and has to become a magical girl as well. Compete with frilly pink dress and panties which we see a lot of leading one to believe he doesn't have much downstairs. At some point we are introduced to Seraphim (a.k.a. Sera) a vampire ninja who has generically huge tits and Tomonori another vampire ninja who is initially mistaken for a dude. So with our array of satirically generic characters the plot begins! Intially it's the 'who murdered Ayumu' saga followed by the 'generic monster of the week' saga followed by the 'fanservice' saga and concluded by the 'Yuu's problems' saga. All of which are swiftly resolved by a man in a dress and panties. So the satire and the clear mocking of the genre bring the score up but the overall generic-ness bring it down.
322,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
323,So within the first couple of minutes in the show we get to see the male lead get hit by a truck and sent flying at which point he calmly mentions that he is in fact a zombie.  Now then not many anime of the anime that I have seen have ever really started out like that.  So needless to say that after that rather interesting introduction I was quite interested in seeing how exactly the series would develop.  What followed was something that while it may not have been the greatest thing ever it was certainly fairly entertaining in its own right.  I mean there was just so much to take in with this series.  With everything from vampire ninjas a nercomancer and even having Ayumu(the male lead) becoming a magical girl(boy) and fighting monsters.  Which needless to say that the transformation sequence was fairly distrubing.  Will the plot is far from the greatest thing I've ever seen it does its job in keeping the viewer entertained.  With about the first half of the series dealing with Ayumu's death by some mysterious sword wielding serial killer and then the second half dealing with a different but related problem to the first.  While as I said it isn't the greatest thing ever there's enough there to entertain just about anyone.  The animation overall is fairly polished.  Though Ayumu's numerous death scenes are all highly entertaining to watch.  The sound was okay.  I didn't care much for the opening or ending and the soundtrack that played throughout the episode was nothing amazing.  As for the voice acting I overall enjoyed and didn't have any problems with them.  The characters while they were no where near original or remarkable for that matter.  I still liked them.  And it was amusing to watch the interaction between the main characters.  Whether that be Ayumu constantly seeing Eucliwood as a little sister in somewhat perverted sense watching as Haruna as she comes to fall for Ayumu or even watching as Seraphim constantly verbally abuse Ayumu.  Overall Kore wa Zombie desu ka? won't be an anime that everyone will enjoy but still I'm sure that anybody who enjoys a parody comedy with a good amount of ecchi thrown in will enjoy it.
324,Wow. I cannot believe I wasted my time on this
325,This series grabs you in as soon as you start it’s is highly entertaining and a funny series to watch. I however watched it for the story element which is something I should've done. It was dull for me to say the least. The series scratched a bit on the characters background and the information I got really didn't seem like nothing new for me. Just a mix-up of a few random things I could’ve mindlessly come up with in my sleep.
326,Shows like these are the reason why I stay in on the weekends
327,Is everything really better with zombies?
328,Sub-par. You'd be better off watching Hunter x Hunter
329,Perhaps an 8 is a bit high for this show but it surprised me. I was really expecting something stupid and ridiculous. It sure as hec didn't sound like it would be too good but I had nothing better to watch. 
330,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
331, As you can see I did not give a rating to the story I could simply could not do that because I personally found that this anime is hard to give a definite score. I mean come on a how many zombie masou shoujos do you see?... personally 5. Leaving that aside the anime consists of episodes that are a mix of comedy and emotion with either one missing this anime would be half as good as it was. I enjoyed the voice acting it fitted each character well enough and the bgm was quite good I personally diliske to opening but enjoy the end songs. If consider watching this anime it is very much about opinion and I would recommend it.
332,Wow. I cannot believe I wasted my time on this
333,Excellent. Deserves more recognition
334,Pretty good. Has a solid story and solid characters
335,A short review for a favorite.
336,their is a huge difference in the english sub and the english dub. I first watched the english sub and in the dub the jokes were a lot more sexual. for example in the sub during one of Ayumu's fantasies in the sub eucliwood would say that shw wont eat the food seraphim made but in the dub she would ask if ayumu would want to eat her.
337,This is easily the least consistant series this season and probably the least consistant series from the last few seasons as a whole. It's very common in this series to go from a hilarious episode to a very serious episode with a decent story to an episode... that was just terrible. Overall this series is a mixture of comedy several generally distinct genres raised to an absurb level (vampire ninjas? really?!) a bit of plot and a lot of ecchi scenes and shots. The comedy mainly comes from the parody in the form of over the top genre benders.
338,Kinda sucks
339,This has to be one of the funniest animes I have watched in months/years.
340,I feel like I would of enjoyed the series more if a majority of the women in this hadn't been insufferable and for more reason then one. I liked the concept well enough guy accidently gets magical girl type powers that's a interesting idea that I didn't see in too many other shows. Suffice to say I couldn't get over the girls in this anime and didn't even have a patience or anything to finish the series. I liked the chainsaw weapon that was cool and the necromancer Eucliwood was okay she didn't bother me nearly as much as the others and actually I thought she was cool. The theme was cool I rather enoyed it as a matter of fact!
341,Wow. I cannot believe I wasted my time on this
342,Kore wa Zombie Desu ka. Simply put: amazing.
343,Wow. I cannot believe I wasted my time on this
344,What does “Akira” “Macross” “The Vision of Escaflowne” “Angel’s Egg” “Steamboy” “Kiki’s Delivery Service” “My Neighbor Totoro” “Ghost in the Shell” “Perfect Blue” “Cat Soup” and “Cowboy Bebop” all have in common?
345,Genius Pary is a strange anime. This was a very deliberate choice made by Studio4°C as they gave the seven independant teams total freedom with the goal of being  avant-garde . The product is seven unrelated short 10-20 minutes long pieces with truly huge differences in style content and quality. The work is difficult to evaluate and this isn't supposed to be a review as much as a piece of information to help you decide if you want to watch it. I didn't like it at all however I can easily see someone else loving it.
346,AMAZING!!!! 10/10 everyone watch this right now
347,A training session with cute girls showing you how to do gymnastics and keep your body fit.
348,Was I entertained by this movie?  Mostly.
349,Pretty good. Has a solid story and solid characters
350,Story- do i really need to explain it here. this piece of horse shit is just the same naruto movie you seen before just with a new place and villan. and yet again naruto has to have a person of royalty with him and yes its a girl. gee most of the naruto movies involved him with a princess that does not like him at first then he goes through the whole movie doing that  DRAMATIC HERO SPEECH  to them over and over again. then they warm up 2 him. now as cliche as it sounds i would not care if they did it 1 time hell even 2. but they do it for EVERY movie it makes me want to facepalm. and of course the princess has a dead mother. but hey this is naruto every one has dead parents in here. those sick parent hateing fucks.......if i point out all the things this movie had in common with all the others we would be here all day. 6/10
351,Excellent. Deserves more recognition
352,First off let me just say that I loved this movie to pieces. Naruto and his father get some bonding time? Heck yes! It really makes me wish this movie was canon because this movie just drove home to me how sad it is that Naruto never got to know his dad.
353,Shows like these are the reason why I stay in on the weekends
354,Wow. I cannot believe I wasted my time on this
355,Koi Kaze (Love Wind)
356,Story
357,This is one of the first tv shows anime or otherwise that has actually made me cry during every single episode. I started watching expecting it to be like a lot of other anime in the same genre is and I was absolutely shocked by what I saw in a good way. Rather than just tugging on your heart strings this one rips them out mercilessly. Overall I think that this anime is a great one that It'd be a real shame to skip over. My only complaint is that we didn't get to see how things ended up say 5 or 10 years later. Not a major issue for me but I still wish I could know.
358,Kinda sucks
359,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
360,Pretty good. Has a solid story and solid characters
361,Shows like these are the reason why I stay in on the weekends
362,Really underwhelming. Was pretty disappointed
363,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
364,Allright. It's been a while since I've done something like this so bear with me as I try to find my way again. I did quite a lot of them in the past on a different website which you can find here: http://legendsofsatura.net/index.php/forum125/6-reviewing-guild.html
365,This honestly has to be the best series I have ever seen. Truly a wonderful series my only regret is that there isn't another season. PLEASE this is a must watch!!! All three season of Jigoku Shoujo (Hell Girl) are absolutely stunning!!!
366,Sub-par. You'd be better off watching Hunter x Hunter
367,The first half of this OVA seems like an alternate reality extra but in truth the events of this OVA occur between episode 10 and 11 so try and watch it between them if you can. The first half of this OVA while not terrible felt kind of pointless. But the latter half really shines through and provides some much needed backstory with some flashback. And that latter half is what makes this worth watching. I don't really need to say more. Though minor spoilers concerning one name that is mentioned. This OVA is also only in Japanese so subtitles are a must.
368,This episode is simply just a fan-service episode. It's for those who are tired of the psychological breakdown caused by the main series and want to take a break.
369,This DVD special brought a much-needed explanation to the relation between Nana and Nyuu/Lucy. Also the flashback into Lucy's memories only furthers the character development.
370,(CAUTION: Spoilers)
371,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
